Partnership_ID,Program_Year,Verified,Program_ID,Organizational_ID,School_ID,Program_Name,Sch_Org_Name,School_Name,Primary_Org_Site_Contact_Email,Primary_Sch_Based_Contact_Name,Service_Type,O_Primary_Address,O_City,O_Zip,O_Type,Service_Delivery_Method,School_ID,TLT,School_Code,S_Primary_Contact_Name,S_Primary_Contact_Email,S_Street_Address,S_City,S_Zip,S_Principal_email,School Grades,Language_Capability,Rating_Q1,Partnership_Agreement,Program_Date_Last_Updated,Partnership_Date_Last_Updated,Sch_Date_Updated,Expand_to_New_Sites,Active,Program_Type,School_Approval_Status,Service_Delivery_Time_Afterschool,Service_Delivery_Time_School Vacation,Service_Delivery_Time_Summer,Service_Delivery_Time_Weekend,Service_Delivery_Time_Before School,Service_Delivery_Time_School Day,Service_Delivery_Time_School Day (Non-Class Time),Service_Delivery_Time_School Day (Class Time),O_501c3_Certification,O_Liability_Insurance,O_CORI_Policy,Grade_Level_Served_Pre-School,Grade_Level_Served_Elementary,Grade_Level_Served_Middle School,Grade_Level_Served_High School,Service_Associated_Fees_Student,School_Grades_Served_PreK,School_Grades_Served_K,School_Grades_Served_1,School_Grades_Served_2,School_Grades_Served_3,School_Grades_Served_4,School_Grades_Served_5,School_Grades_Served_6,School_Grades_Served_7,School_Grades_Served_8,School_Grades_Served_9,School_Grades_Served_10,School_Grades_Served_11,School_Grades_Served_12,EFA_School,tbl_organizations_Temp_CCR,tbl_organizations_Temp_PhyHealthCollab,tbl_organizations_Temp_BH,Expand_Partnerships,tbl_organizations_Temp_Funded_Partners,Expanding_Site_Capacity,P_Grades_Served_K1(2),P_Grades_Served_PreK,P_Grades_Served_K0,P_Grades_Served_K1,P_Grades_Served_K,P_Grades_Served_K2,P_Grades_Served_1,P_Grades_Served_2,P_Grades_Served_3,P_Grades_Served_4,P_Grades_Served_5,P_Grades_Served_6,P_Grades_Served_7,P_Grades_Served_8,P_Grades_Served_9,P_Grades_Served_10,P_Grades_Served_11,P_Grades_Served_12,P_Days_of_Operation_M,P_Days_of_Operation_T,P_Days_of_Operation_W,P_Days_of_Operation_Th,P_Days_of_Operation_F,P_Days_of_Operation_S,P_Days_of_Operation_Su,Schools_AssociatedFees,Days_Multiselect_M,Days_Multiselect_Tu,Days_Multiselect_W,Days_Multiselect_Th,Days_Multiselect_F,Days_Multiselect_Sa,Days_Multiselect_Su,Grades_Multiselect_K0,Grades_Multiselect_K1,Grades_Multiselect_K2,Grades_Multiselect_1,Grades_Multiselect_2,Grades_Multiselect_3,Grades_Multiselect_4,Grades_Multiselect_5,Grades_Multiselect_6,Grades_Multiselect_7,Grades_Multiselect_8,Grades_Multiselect_9,Grades_Multiselect_10,Grades_Multiselect_11,Grades_Multiselect_12,Grades_Multiselect_AltEd,Partnership_Fund,Direct_Service,Tier_Multiselect_Tier1,Tier_Multiselect_Tier2,Tier_Multiselect_Tier3,GradeLevel_Multiselect_PreSchool,GradeLevel_Multiselect_Elementary,GradeLevel_Multiselect_Middle,GradeLevel_Multiselect_HighSchool,GradeLevel_Multiselect_AltEdu,GradeLevel_Multiselect_PostSec,DeliveryTime_Multiselect_After,DeliveryTime_Multiselect_Before,DeliveryTime_Multiselect_SchoolDayIn,DeliveryTime_Multiselect_SchoolDayOut,DeliveryTime_Multiselect_SchoolVacation,DeliveryTime_Multiselect_Summer,DeliveryTime_Multiselect_Weekend,Transportation,Grade_Multiselect_K0,Grade_Multiselect_K1,Grade_Multiselect_K2,Grade_Multiselect_1,Grade_Multiselect_2,Grade_Multiselect_3,Grade_Multiselect_4,Grade_Multiselect_5,Grade_Multiselect_6,Grade_Multiselect_7,Grade_Multiselect_8,Grade_Multiselect_9,Grade_Multiselect_10,Grade_Multiselect_11,Grade_Multiselect_12,Grade_Multiselect_AltEdu,Homelessness,SWD_Support,TitleIXRace_Participation,TitleIXGender_Participation,Current_Partnerships,CORI_SORI
8127,2017-2018,Current Partner,263,330,86,Citydance,Boston Ballet,Kenny Elementary School,pabernathy@bostonballet.org,,Arts Programming,19 Clarendon Street,Boston,02116,Culture & Recreation,Classroom Instruction,86,5,4390,,kenny@bostonpublicschools.org,77 Lawrence Avenue,Dorchester,02121,gcoleman@bostonpublicschools.org,K1-8,,Not Yet Rated,,9/12/2018 6:09:59 PM,9/28/2017 4:59:48 PM,1/29/2019 9:29:18 PM,TRUE,Yes,School-based,Approved,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Unknown,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
8128,2017-2018,Not Yet Verified,263,330,89,Citydance,Boston Ballet,King K-8 School,pabernathy@bostonballet.org,,Arts Programming,19 Clarendon Street,Boston,02116,Culture & Recreation,Classroom Instruction,89,2,4055,,king@bostonpublicschools.org,20 Mt. Vernon Street,West Roxbury,02132,ktunney@bostonpublicschools.org,K1-8,,Excellent,,9/12/2018 6:09:59 PM,10/26/2017 12:26:32 PM,12/7/2018 6:15:31 PM,TRUE,Yes,School-based,Approved,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Unknown,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
8129,2017-2018,Current Partner,263,330,92,Citydance,Boston Ballet,Lyndon K-8 School,pabernathy@bostonballet.org,,Arts Programming,19 Clarendon Street,Boston,02116,Culture & Recreation,Classroom Instruction,92,5,4331,,lyndon@bostonpublicschools.org,K-6: 50 Beechcroft St.,Brighton,02135,dmulvey@bostonpublicschools.org,K2-8,,Adequate,,9/12/2018 6:09:59 PM,10/25/2017 7:46:23 PM,12/7/2018 6:15:31 PM,TRUE,Yes,School-based,Approved,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Unknown,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
8130,2017-2018,Current Partner,263,330,94,Citydance,Boston Ballet,Lyon K-8 School,pabernathy@bostonballet.org,,Arts Programming,19 Clarendon Street,Boston,02116,Culture & Recreation,Classroom Instruction,94,6,4171,,lyon@bostonpublicschools.org,150 Norfolk Avenue,Roxbury,02119,llewismedley@bostonpublicschools.org,K0-5,,Not Yet Rated,,9/12/2018 6:09:59 PM,10/2/2017 4:38:08 PM,1/4/2019 5:52:47 PM,TRUE,Yes,School-based,Approved,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Unknown,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
8131,2017-2018,Current Partner,263,330,97,Citydance,Boston Ballet,Mason Elementary School,pabernathy@bostonballet.org,,Arts Programming,19 Clarendon Street,Boston,02116,Culture & Recreation,Classroom Instruction,97,6,4121,,mason@bostonpublicschools.org,24 Parish Street,Dorchester,02122,mriddick@bostonpublicschools.org,K1-5,,Not Yet Rated,,9/12/2018 6:09:59 PM,1/9/2018 2:54:11 PM,12/7/2018 6:15:31 PM,TRUE,Yes,School-based,Approved,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Unknown,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
8132,2017-2018,Current Partner,263,330,98,Citydance,Boston Ballet,Mather Elementary School,pabernathy@bostonballet.org,,Arts Programming,19 Clarendon Street,Boston,02116,Culture & Recreation,Classroom Instruction,98,1,4350,,mather@bostonpublicschools.org,122 Cottage Street,East Boston,02128,jweymer@bostonpublicschools.org,K2-8,,Not Yet Rated,,9/12/2018 6:09:59 PM,9/28/2017 4:59:48 PM,12/7/2018 6:15:31 PM,TRUE,Yes,School-based,Approved,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Unknown,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
8133,2017-2018,Not Yet Verified,263,330,101,Citydance,Boston Ballet,McKay K-8 School,pabernathy@bostonballet.org,,Arts Programming,19 Clarendon Street,Boston,02116,Culture & Recreation,Classroom Instruction,101,6,4360,,mckay@bostonpublicschools.org,90 Warren Avenue,Boston,02116,cstella@bostonpublicschools.org,6-12,,Not Yet Rated,,9/12/2018 6:09:59 PM,9/28/2017 4:59:48 PM,2/6/2019 2:44:00 PM,TRUE,Yes,School-based,Approved,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Yes,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
8134,2017-2018,Not Yet Verified,263,330,106,Citydance,Boston Ballet,McKinley So. End Academy,pabernathy@bostonballet.org,,Arts Programming,19 Clarendon Street,Boston,02116,Culture & Recreation,Classroom Instruction,106,3,1294,,mckseacad@bostonpublicschools.org,164 School Street,Roxbury,02119,jbott@bostonpublicschools.org,K1-5,,Good,,9/12/2018 6:09:59 PM,10/26/2017 3:39:48 PM,12/7/2018 6:15:31 PM,TRUE,Yes,School-based,Approved,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Unknown,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
8135,2017-2018,Current Partner,263,330,107,Citydance,Boston Ballet,Mendell Elementary School,pabernathy@bostonballet.org,,Arts Programming,19 Clarendon Street,Boston,02116,Culture & Recreation,Classroom Instruction,107,5,4370,,mendell@bostonpublicschools.org,5 Mildred Avenue,Mattapan,02126,arollins@bostonpublicschools.org,"K2, 4-8",,Not Yet Rated,,9/12/2018 6:09:59 PM,9/28/2017 4:59:48 PM,2/11/2019 4:20:54 PM,TRUE,Yes,School-based,Approved,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Unknown,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
8136,2017-2018,Not Yet Verified,263,330,109,Citydance,Boston Ballet,Mildred Avenue K-8 School,pabernathy@bostonballet.org,,Arts Programming,19 Clarendon Street,Boston,02116,Culture & Recreation,Classroom Instruction,109,5,4671,,mildredave@bostonpublicschools.org,20 Child Street,Jamaica Plain,02130,agavins@bostonpublicschools.org,K0-8,,Good,,9/12/2018 6:09:59 PM,10/28/2017 6:14:26 PM,12/7/2018 6:15:31 PM,TRUE,Yes,School-based,Approved,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Unknown,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
8137,2017-2018,Current Partner,263,330,110,Citydance,Boston Ballet,Mission Hill K-8 School,pabernathy@bostonballet.org,,Arts Programming,19 Clarendon Street,Boston,02116,Culture & Recreation,Classroom Instruction,110,3,4285,,missionhill@bostonpublicschools.org,236 Beech Street,Roslindale,02131,mbaulier@bostonpublicschools.org,K1-5,,Not Yet Rated,,9/12/2018 6:09:59 PM,9/28/2017 4:59:48 PM,12/7/2018 6:15:31 PM,TRUE,Yes,School-based,Approved,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Unknown,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
8138,2017-2018,Not Yet Verified,263,330,111,Citydance,Boston Ballet,Mozart Elementary School,pabernathy@bostonballet.org,,Arts Programming,19 Clarendon Street,Boston,02116,Culture & Recreation,Classroom Instruction,111,5,4082,,mozart@bostonpublicschools.org,1 Worrell Street,Dorchester,02122,csheppeck@bostonpublicschools.org,K1-8,,Not Yet Rated,,9/12/2018 6:09:59 PM,9/28/2017 4:59:48 PM,12/7/2018 6:15:31 PM,TRUE,Yes,School-based,Approved,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Unknown,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
8139,2017-2018,Not Yet Verified,263,330,113,Citydance,Boston Ballet,Murphy K-8 School,pabernathy@bostonballet.org,,Arts Programming,19 Clarendon Street,Boston,02116,Culture & Recreation,Classroom Instruction,113,5,4400,,murphy@bostonpublicschools.org,906 Albany Street,Roxbury,02119,mwebb2@bostonpublicschools.org,K1-8,,Not Yet Rated,,9/12/2018 6:09:59 PM,9/28/2017 4:59:48 PM,2/8/2019 4:17:39 PM,TRUE,Yes,School-based,Approved,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Unknown,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
8140,2017-2018,Not Yet Verified,263,330,118,Citydance,Boston Ballet,Orchard Gardens K-8 School,pabernathy@bostonballet.org,,Arts Programming,19 Clarendon Street,Boston,02116,Culture & Recreation,Classroom Instruction,118,3,4680,,orchardgardens@bostonpublicschools.org,218 Marion Street,East Boston,02128,pgoncalves@bostonpublicschools.org,K1-5,,Excellent,,9/12/2018 6:09:59 PM,10/19/2017 11:57:39 AM,12/7/2018 6:15:31 PM,TRUE,Yes,School-based,Approved,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Unknown,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
8141,2017-2018,Current Partner,263,330,119,Citydance,Boston Ballet,Otis Elementary School,pabernathy@bostonballet.org,,Arts Programming,19 Clarendon Street,Boston,02116,Culture & Recreation,Classroom Instruction,119,6,4322,,otis@bostonpublicschools.org,745 E. Seventh Street,South Boston,02127,grose@bostonpublicschools.org,K1-8,,Good,,9/12/2018 6:09:59 PM,10/25/2017 10:11:20 PM,12/7/2018 6:15:31 PM,TRUE,Yes,School-based,Approved,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Unknown,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
8142,2017-2018,Current Partner,263,330,121,Citydance,Boston Ballet,Perry K-8 School,pabernathy@bostonballet.org,,Arts Programming,19 Clarendon Street,Boston,02116,Culture & Recreation,Classroom Instruction,121,6,4592,,perry@bostonpublicschools.org,312 Border Street,East Boston,02128,cgutierrez@bostonpublicschools.org,K1-8,"German, Spanish",Not Yet Rated,,12/21/2018 3:33:49 PM,11/7/2017 5:44:56 PM,12/7/2018 6:15:31 PM,TRUE,Yes,School-based,Approved,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Unknown,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yes,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes
7125,2017-2018,Not a Partner,157,14,137,Connecting With Care,Alliance for Inclusion and Prevention,Mario Umana Academy,lbaron@aipinc.org,Claudia Gutierrez,"Social, Emotional & Behavioral Health",31 Heath St.,Jamaica Plain,02130,Health-Care,Individual Support,137,4,4323,,umana@bostonpublicschools.org,906 Albany Street,Roxbury,02119,mwebb2@bostonpublicschools.org,K1-8,"German, Spanish",Not Yet Rated,,12/21/2018 3:33:49 PM,12/6/2017 4:01:08 PM,2/8/2019 4:17:39 PM,TRUE,Yes,School-based,Denied,No,No,No,No,No,No, Yes,Yes,Yes,Yes,Yes,No,Yes, Yes,No,No,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Yes,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes
7126,2017-2018,Not Yet Verified,157,14,118,Connecting With Care,Alliance for Inclusion and Prevention,Orchard Gardens K-8 School,lbaron@aipinc.org,Megan Webb,"Social, Emotional & Behavioral Health",31 Heath St.,Jamaica Plain,02130,Health-Care,Individual Support,118,3,4680,,orchardgardens@bostonpublicschools.org,885 Washington Street,Boston,02111,csoohoo@bostonpublicschools.org,K0-5,"German, Spanish",Excellent,,12/21/2018 3:33:49 PM,10/25/2017 8:05:30 PM,1/8/2019 6:01:08 PM,TRUE,Yes,School-based,Approved,No,No,No,No,No,No, Yes,Yes,Yes,Yes,Yes,No,Yes, Yes,No,No,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yes,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes
7127,2017-2018,Current Partner,157,14,123,Connecting With Care,Alliance for Inclusion and Prevention,Quincy Elementary School,lbaron@aipinc.org,Cynthia Soo Hoo,"Social, Emotional & Behavioral Health",31 Heath St.,Jamaica Plain,02130,Health-Care,Individual Support,123,6,4650,,quincy@bostonpublicschools.org,205 Roxbury Street,Roxbury,02119,tmartin@bostonpublicschools.org,6-8,"German, Spanish",Not Yet Rated,,12/21/2018 3:33:49 PM,12/28/2017 2:46:58 PM,12/28/2018 2:59:49 PM,TRUE,Yes,School-based,Approved,No,No,No,No,No,No, Yes,Yes,Yes,Yes,Yes,No,Yes, Yes,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Yes,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes
